0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	
3.21772480e-04	5.85480899e-03	-4.07073258e-05	2.75872108e-04	7.18485335e-04	1.10348843e-02	4.41516487e-04	5.23702332e-01	5.80942747e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.23788087e-01	0.00000000e+00	
5.31982694e-04	3.95325926e-03	-2.31650742e-05	6.91185851e-04	-1.47535653e-03	1.68884218e-02	7.14804044e-04	3.40286915e-01	8.53414129e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.37948277e-01	0.00000000e+00	
8.73066896e-04	2.78907878e-03	4.26742754e-05	1.13118123e-03	-1.34918562e-03	1.82910009e-02	1.06775293e-03	2.20520114e-01	1.18666885e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.18044360e-01	0.00000000e+00	
1.27647314e-03	2.01732920e-03	1.23835235e-04	1.58607181e-03	-1.01119189e-03	1.93268046e-02	1.47822769e-03	1.43151380e-01	1.58782131e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.40682306e-01	0.00000000e+00	
1.70940949e-03	1.52294646e-03	2.08044505e-04	2.05309682e-03	-5.99918041e-04	2.02670720e-02	1.91683464e-03	9.31890107e-02	2.02128606e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.07682785e-02	0.00000000e+00	
2.15220496e-03	1.21686149e-03	2.91001561e-04	2.53034064e-03	-1.73412253e-04	2.11428499e-02	2.36446971e-03	6.09267390e-02	2.46279799e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.85637286e-02	0.00000000e+00	
2.59233383e-03	1.03549946e-03	3.71367880e-04	3.01592684e-03	2.48748866e-04	2.19537885e-02	2.80874323e-03	4.00841892e-02	2.89665984e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.77853405e-02	0.00000000e+00	
3.02149061e-03	9.35659809e-04	4.48902990e-04	3.50793397e-03	6.59633620e-04	2.26962123e-02	3.24140151e-03	2.66035627e-02	3.31260403e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.43791164e-02	0.00000000e+00	
3.43404770e-03	8.88720122e-04	5.23766845e-04	4.00447172e-03	1.05656429e-03	2.33694438e-02	3.65687224e-03	1.78650328e-02	3.70390538e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.57294154e-02	0.00000000e+00	
3.82618880e-03	8.75957393e-04	5.96250303e-04	4.50376159e-03	1.43843464e-03	2.39760665e-02	4.05141067e-03	1.21778304e-02	4.06623350e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.01486249e-02	0.00000000e+00	
4.19539116e-03	8.85202974e-04	6.66667601e-04	5.00418964e-03	1.80481939e-03	2.45208838e-02	4.42257594e-03	8.45107311e-03	4.39693836e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.54789674e-03	0.00000000e+00	
4.54009474e-03	9.08574434e-04	7.35313548e-04	5.50433197e-03	2.15565144e-03	2.50098827e-02	4.76889235e-03	5.98113033e-03	4.69458795e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.22470553e-03	0.00000000e+00	
4.85947476e-03	9.40975500e-04	8.02448202e-04	6.00296052e-03	2.49108760e-03	2.54494740e-02	5.08961602e-03	4.31434107e-03	4.95865309e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.72578165e-03	0.00000000e+00	
5.15327385e-03	9.79115729e-04	8.68293697e-04	6.49903641e-03	2.81144216e-03	2.58459961e-02	5.38456328e-03	3.15839521e-03	5.18927994e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.75867538e-03	0.00000000e+00	
5.42167090e-03	1.02087336e-03	9.33036373e-04	6.99169589e-03	3.11714744e-03	2.62054156e-02	5.65397772e-03	2.32512749e-03	5.38711708e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.13469804e-03	0.00000000e+00	
5.66517486e-03	1.06488211e-03	9.96830931e-04	7.48023263e-03	3.40872576e-03	2.65331656e-02	5.89842332e-03	1.69358618e-03	5.55317935e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.32107616e-04	0.00000000e+00	
5.88453715e-03	1.11026345e-03	1.05980502e-03	7.96407863e-03	3.68676666e-03	2.68340727e-02	6.11869706e-03	1.18618835e-03	5.68873846e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.72356119e-04	0.00000000e+00	
6.08067938e-03	1.15645300e-03	1.12206352e-03	8.44278525e-03	3.95190672e-03	2.71123434e-02	6.31575728e-03	7.53323244e-04	5.79523474e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.04764352e-04	0.00000000e+00	
6.25463419e-03	1.20308821e-03	1.18369219e-03	8.91600526e-03	4.20481122e-03	2.73715857e-02	6.49066537e-03	3.63410444e-04	5.87420646e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.96634078e-04	0.00000000e+00	

