1.87072788e-01	1.16259810e-06	
8.54754451e-02	1.34455818e-05	
1.14636781e-01	1.15095348e-05	
2.40000000e-01	1.46181050e-12	
8.27563878e-01	1.30564729e-05	
2.65418302e+01	8.22816634e-03	
1.00000000e-01	6.08765258e-13	
5.15305928e-01	1.51993189e-06	
1.49873366e-01	3.07638170e-06	
1.31543448e-06	6.63503967e-06	
1.84928014e+00	2.34138665e-06	
9.54370458e-01	1.46109154e-02	
9.19018690e-01	1.66790970e-02	
9.98160249e-01	2.79884877e-06	
2.33236999e-02	1.59150745e-02	
1.08993724e-01	2.70122813e-07	
6.64193707e-01	4.48240924e-02	
2.34283322e-03	2.02776809e-06	
3.86000000e+00	2.35108741e-11	
1.43550000e+00	8.74041770e-12	
1.76227870e-02	1.25015253e-06	

